Company,Date Posted,Job_Description,Location,Title
McDonald's Corporation,10/5/2016,"management Opportunities Description / Requirements Managers lead shifts every week, making sure customers get a fast, accurate, friendly experience every visit. A Shift Manager provides leadership to crew and other managers during a shift to ensure great Quality, Service and Cleanliness to customer ...","Gaithersburg, MD",Shift manager - All shifts
McDonald's Corporation,10/5/2016,"crew Opportunities Description / Requirements It's time you worked for someone who will give you the tools to learn, grow and be what you want to be both personally and professionally. We're looking for hard working, enthusiastic individuals who want to be a part of a winning team. If you enjoy work ...","Gaithersburg, MD",Crew - All shifts
Brinker International,10/5/2016,"Chili's Grill & Bar, Restaurant Manager Timonium MD (002XU7) Be A Part Of What's Trending At Today's Chili's. #theshiftwhisperer On Sundays, you enjoy going to the park and feeding the ducks, and then putting them all neatly in a row. Why? Because you're a born Manager. There's a place for everythin ...","Timonium, MD","Chili's Grill & Bar, Restaurant Manager - Timonium MD"
Barnes & Noble College Booksel...,10/5/2016,"Bookseller Cafe Temporary Position for Rush Barnes & Noble College creates welcoming, in store cafes, serving high quality coffee, beverages and food, where students can meet, relax, read and study. As a Barista, you will interact directly with customers by providing outstanding and courteous servic ...","Baltimore, MD",Bookseller - Cafe -Temporary
Barnes & Noble College Booksel...,10/5/2016,"Bookseller Cafe Temporary Position for Rush Barnes & Noble College creates welcoming, in store cafes, serving high quality coffee, beverages and food, where students can meet, relax, read and study. As a Barista, you will interact directly with customers by providing outstanding and courteous servic ...","Baltimore, MD",Bookseller - Cafe -Temporary
SUPERVALU,10/5/2016,Cashier SHOPPERS Food & Pharmacy (Oxon Hill MD) Cashier SHOPPERS Food & Pharmacy (Oxon Hill MD) (80050) Cashier Job Overview Provides prompt and friendly service to customers and assist them when necessary. Operates a cash register and all the duties which correspond to this activity Job Responsibil ...,"Oxon Hill, MD",Cashier - SHOPPERS Food & Pharmacy (Oxon Hill MD)
Delhaize America,10/5/2016,Job Number 16 045617 Post Date 09/02/2016 Job Title FT Cake Decorator Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Full Time FLSA Status Non Exempt (Hourly) Address 12675 LAUREL BOWIE RD City LAUREL State MD Description Job Title FT Cake Decorator Food Lion Job L ...,"LAUREL, MD",FT Cake Decorator - Food Lion
Delhaize America,10/5/2016,Job Number 16 045727 Post Date 09/03/2016 Job Title FT Deli/Bakery Associate Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Full Time FLSA Status Non Exempt (Hourly) Address 2500 WEST PULASKY HWY City NORTH EAST  State MD Description Job Title FT Deli/Bakery Associ ...,"North East, MD",FT Deli/Bakery Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 047271 Post Date 09/10/2016 Job Title PT Service Associate Food Lion Positions Available 2 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 9500 SE CRAIN HWY  City UPPER MARLBORO State MD Description Job Title PT Service Associate Job  ...,"UPPER MARLBORO, MD",PT Service Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 047395 Post Date 09/11/2016 Job Title PT Produce Associate Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 1413 FUSELAGE AVE  City MIDDLE RIVER State MD Description Job Title PT Produce Associate Food L ...,"Middle River, MD",PT Produce Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 047955 Post Date 09/13/2016 Job Title PT Grocery Associate Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 1312 S. MAIN ST SUITE 4 City MOUNT AIRY  State MD Description Job Title PT Grocery Associate Fo ...,"Mount Airy, MD",PT Grocery Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 048243 Post Date 09/15/2016 Job Title PT Cake Decorator Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 2458 CHURCHVILLE RD City BEL AIR  State MD Description Job Title PT Cake Decorator Food Lion Job L ...,"Bel Air, MD",PT Cake Decorator - Food Lion
Delhaize America,10/5/2016,Job Number 16 048245 Post Date 09/15/2016 Job Title PT Produce Associate Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 2458 CHURCHVILLE RD City BEL AIR  State MD Description Job Title PT Produce Associate Food Lion ...,"Bel Air, MD",PT Produce Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 048302 Post Date 09/15/2016 Job Title PT Grocery Associate Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 705 LISBON CENTER DRIVE City WOODBINE State MD Description Job Title PT Grocery Associate Food  ...,"Woodbine, MD",PT Grocery Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 048875 Post Date 09/19/2016 Job Title PT Produce Associate Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 705 LISBON CENTER DRIVE City WOODBINE State MD Description Job Title PT Produce Associate Food  ...,"Woodbine, MD",PT Produce Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 049294 Post Date 09/21/2016 Job Title PT Deli/Bakery Associate Food Lion Positions Available 4 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 2250 HANSON RD  City EDGEWOOD State MD Description Job Title PT Deli/Bakery Associate Food  ...,"Edgewood, MD",PT Deli/Bakery Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 049616 Post Date 09/23/2016 Job Title FT DSD Receiver Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Full Time FLSA Status Non Exempt (Hourly) Address 20789 GREAT FALLS PLAZA City STERLING State VA Description Job Title FT DSD Receiver Food Lion Job L ...,"STERLING, VA",FT DSD Receiver - Food Lion
Delhaize America,10/5/2016,Job Number 16 049905 Post Date 09/25/2016 Job Title PT Deli/Bakery Associate Food Lion Positions Available 3 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 511 EAST BALTIMORE ST City TANEYTOWN State MD Description Job Title PT Deli/Bakery Associat ...,"Taneytown, MD",PT Deli/Bakery Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 050335 Post Date 09/27/2016 Job Title PT Grocery Associate Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 140 ENGLAR RD. SUITE 28 City WESTMINSTER State MD Description Job Title PT Grocery Associate Fo ...,"Westminster, MD",PT Grocery Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 050895 Post Date 10/01/2016 Job Title PT Deli/Bakery Associate Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 12675 LAUREL BOWIE RD City LAUREL State MD Description Job Title PT Deli/Bakery Associate F ...,"LAUREL, MD",PT Deli/Bakery Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 050917 Post Date 10/01/2016 Job Title PT Deli/Bakery Associate Food Lion Positions Available 3 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 191 ST. PATRICK'S DRIVE City WALDORF  State MD Description Job Title PT Deli/Bakery Associa ...,"Waldorf, MD",PT Deli/Bakery Associate - Food Lion
Delhaize America,10/5/2016,Job Number 16 050959 Post Date 10/01/2016 Job Title PT Deli/Bakery Associate Food Lion Positions Available 1 Operating Company Food Lion Full/Part Time Status Part Time FLSA Status Non Exempt (Hourly) Address 2458 CHURCHVILLE RD City BEL AIR  State MD Description Job Title PT Deli/Bakery Associate F ...,"Bel Air, MD",PT Deli/Bakery Associate - Food Lion
